welfare_id,welfare_ori_id,welfare_service_name,welfare_dept_name,welfare_target_detail,welfare_crit,welfare_service_content,welfare_howto,welfare_contact,welfare_phone,welfare_site_name,welfare_site_link,welfare_service_type,welfare_service_purpose,welfare_date,welfare_view,welfare_child,welfare_female,welfare_male,welfare_family,welfare_target,welfare_life
475,338000000113,출산장려금 지원,가족행복과,"○ 다음 기준에 해당하는 둘째이후자녀 출산가정
 - 출산일을 기준으로 부모 모두 현재 관내에 주민등록을 두고 있는 경우
 - 출산일을 기준으로 부 또는 모 중 한 사람이 현재 구에 주민등록을 두고 있는 경우로서 다음의 어느 하나에 해당하는 경우
  ㆍ 부 또는 모가 외국인인 경우
  ㆍ 한부모 가족인 경우
  ㆍ 부 또는 모가 직업 등의 사유로 부산광역시 외 다른 시·도에 주민등록을 두고 있는 경우",,"○ 지원금액
 - 둘째자녀 : 100만원(월 20만원 x 5회)
 - 셋째자녀 : 200만원(월 40만원 x 5회)
 - 넷째자녀 : 300만원(월 50만원 x 6회)","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,부산광역시 수영구,https://gov.kr/portal/rcvfvrSvc/dtlEx/338000000113,현금,,,20,1,1,0,"1,4",5,"2, 3, 4, "
476,338000000114,저소득 주민 출산특별 장려금 지원,가족행복과,"○ 국민기초생활 보장수급자 중 교육급여 수급자 또는 차상위계층 가구의 출산자, 사산자
 ※ 해산급여 미수급자",,○ 지원금액 : 30만원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 행정복지센터에 방문 신청",,,부산광역시 수영구,https://gov.kr/portal/rcvfvrSvc/dtlEx/338000000114,현금,,,36,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
477,338000000117,교복구입비 지원,창조도시교육추진단,"○ 고등학교(부산시외 중학교·학교이외 교육기관) 입학생, 수영구 주민등록자",,"○ 매년 3월 1일 기준 수영구에 주민등록을 두고 교복을 입는 고등학교 입학생 및 부산시외 중학교·학교 이외 교육기관 입학생 1인당 교복구입비 308,000원 지원","○ 온라인 신청
 - 수영구청 홈페이지 : https://www.suyeong.go.kr


○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,부산광역시 수영구,https://gov.kr/portal/rcvfvrSvc/dtlEx/338000000117,현금,,,28,2,1,1,"0,2,3,4,7,8,9",0,"2, "
478,339000000101,저소득 노인세대 국민건강보험료 지원,노인장애인복지과,○ 만65세 이상의 노인 중 기초생활수급 혜택을 받지 못하는 저소득 세대,,○ 저소득 만 65세 이상의 노인세대에게 건강보험료 지원,"○ 개인 신청절차 없음
 - 국민건강보험공단에 신청",각 주민센터 또는 구청,,부산광역시 사상구,https://gov.kr/portal/rcvfvrSvc/dtlEx/339000000101,현금(보험),,,26,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","5, "
479,339000000102,출산축하금 지원,복지정책과,○ 사상구에 부모 1인과 함께 거주(주민등록)하는 출생아,,○ 출산축하금  셋째이후 100만원 지원,○ 동행정복지센터 방문 신청 또는 온라인 출산 관련 서비스 통합처리 신청(행복출산),,,부산광역시 사상구,https://gov.kr/portal/rcvfvrSvc/dtlEx/339000000102,현금,,,29,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
480,339000000103,장애인가정 출산지원금 지원,노인장애인복지과,○ 출산일 1년전부터 사상구에 거주하는 등록장애인 가정(부 또는 모),,○ 출산일 1년전부터 사상구에 거주하는 등록장애인 가정(부 또는 모)에 장애 정도에 따라 출산지원금 지급(50~100만원),"○ 방문 신청
 - 거주지 관할 동 행정복지센터에 방문 신청",,,부산광역시 사상구,https://gov.kr/portal/rcvfvrSvc/dtlEx/339000000103,현금,,,118,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
481,340000000101,산모·신생아 건강관리 지원,건강증진과,"○ 출산(예정)일 현재 기장군에 주민등록을 두고 1년 이상 계속하여 거주하며, 국가 및 부산시 지원대상에서 제외되는 산모",,"○ 정부 지침에서 매년 정하는 산모·신생아 건강관리, 가사활동 정서 지원",○ 관할 보건소 방문신청(방문 전 보건소에 전화문의 필요),,,부산광역시 기장군,https://gov.kr/portal/rcvfvrSvc/dtlEx/340000000101,이용권,,,23,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
482,340000000106,기장군 장학금 지원,인재양성과,"○ 공고일 기준, 부모 또는 학생 본인이 주민등록상 연속하여 1년 이상 기장군에 계속 거주하고 있는 자로서, 각 장학금종류의 신청자격을 충족하는 자",,"○ 기장군 성적우수,복지,다자녀, 특기장학금 지원
 - 대학생(성적우수,복지,다자녀,특기장학금) : 학기 등록금 실제 납부금액(최대 200만원)
 - 초·중·고등학생 (특기장학금): 1인당 50만원","○ 방문 신청
 - 주민센터 : 거주지 관할 행정복지센터에 방문 신청서 방문 제출",,,부산광역시 기장군,https://gov.kr/portal/rcvfvrSvc/dtlEx/340000000106,현금(장학금),,"상반기(5월), 하반기(10월)",276,2,1,1,"0,2,3,4,7,8,9",0,"1, 2, 3, 4, "
483,340000000119,노인·장애인 구강건강관리,보건행정과,"- 만 60세 이상 국민기초생활수급자(1종) 이면서,
      현재 기장군에 1년 이상 주소지를 두고 실제로 거주 하는 자
    - 만 50세 이상 국민기초생활 의료급여 수급자 장애인
    - 만 65세 이상 국민기초생활 의료급여 수급자 및 차상위 건강보험 전환자(희귀난치, 중증칠환자 관련코드 C,E,F)
     (단, 자비로 건강보험 및 의료급여 의치(틀니)를 지원을 받은 경우 제외)
     ※ 보건소 기 지원 대상자 중 7년 경과 시 재지원 가능",,○ 의치(틀니)시술비 및 사후관리비 지급,"○ 방문 신청
 - 보건소 : 관할 보건소 방문",,,부산광역시 기장군,https://gov.kr/portal/rcvfvrSvc/dtlEx/340000000119,서비스(의료),,,26,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","5, "
484,340000000122,보훈단체 및 회원 지원,복지정책과,"○ 참전명예수당
 - 6.25참전유공자
 - 월남참전유공자

○ 보훈명예수당
 - 순국선열 유족
 - 애국지사 본인 및 유족
 - 전몰군경 유족
 - 전상군경 본인 및 유족
 - 순직군경 유족
 - 공상군경 본인 및 유족
 - 무공수훈자 본인 및 유족
 - 보국수훈자 본인 및 유족
 - 6.25참전 재일학도의용군인 본인 및 유족
 - 4.19혁명사망자 유족
 - 4.19혁명부상자 본인 및 유족
 - 4.19혁명공로자 본인 및 유족
 - 순직공무원 유족
 - 공상공무원 본인 및 유족
 - 국가사회발전 특별공로순직자 유족
 - 국가사회발전 특별공로상이자 본인 및 유족
 - 국가사회발전 특별공로자 본인 및 유족",,"○ 6.25 및 월남참전 명예수당 및 사망위로금
 - 참전명예수당
  ㆍ신청일 현재 기장군에 1년 이상 주소를 두고 거주한 참전유공자
  ㆍ6.25참전유공자 월 20만원 참전명예수당 지급
  ㆍ월남참전유공자 월 15만원 참전명예수당 지급
 - 사망위로금
  ㆍ신청일 현재 기장군에 1년 이상 주소를 두고 거주했던 참전유공자
  ㆍ법정 상속인이 사망일로부터 1년 이내 신청
  ㆍ사망위로금 1회 20만원 지급

○ 보훈 명예수당 및 사망위로금
 - 보훈명예수당
  ㆍ신청일 현재 기장군에 1년 이상 주소를 두고 거주한 국가유공자 및 유족
  ㆍ유족은 유족으로 등록되었더라도 유족증 발급 대상
  ㆍ참전명예수당과 중복지급 안됨
  ㆍ대상자에게는 월 5만원 보훈명예수당 지급
 - 사망위로금
  ㆍ신청일 현재 기장군에 1년 이상 주소를 두고 거주했던 국가유공자 본인(유족은 미지급)
  ㆍ법정 상속인이 사망일로부터 1년 이내 신청
  ㆍ사망위로금 1회 20만원 지급","○ 방문 신청
 - 주민센터 : 기장군 관할 읍면 주민센터에 방문 신청
 - 시군구 : 기장군 복지정책과",,,부산광역시 기장군,https://gov.kr/portal/rcvfvrSvc/dtlEx/340000000122,현금,,,27,2,1,1,"0,2,3,4,5,7,8,9",5,"1, 2, 3, 4, 5, "
485,341000000103,농기계구입지원사업,일자리경제과,○ 중구 관내에 주소를 두고 대구광역시 내 영농기반을 두고 있는 농업경영체 등록 농업인,,"○ 농업인에게 농기계구입비 지원

○ 지원대상 : 중구 관내에 주소를 두고 대구광역시 내 영농기반을 둔 농업경영체 등록 농업인","○ 방문 신청
 - 시군구 : 관할 구청 방문",,,대구광역시 중구,https://gov.kr/portal/rcvfvrSvc/dtlEx/341000000103,현금,,별도 공지,19,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
486,341000000104,장애인 활동지원(추가),생활지원과,○ 만 6세 이상부터 만 65세 미만의 등록장애인 중 법정급여 외에 추가지원이 필요하다고 인정되는 자,,"○ 긴급활동지원
 - 가출, 입원, 시설입소, 사망 등 가족의 부재로 긴급하게 돌봄이 필요한 대상자
 - 월 120시간(법정급여 미수급자) / 월 60시간(법정급여 수급자)

○ 탈시설장애인
 - 시설퇴소 또는 자립주택 입주자
 - 월 40시간

○ 최중증장애인
 - 종합조사결과 X1 점수 360점 이상(아동 280점) 또는 기존 인정점수 425점 이상인 장애인
 - 월 20시간

○ 구청장이 인정하는 위기 장애인
 - 읍면동 확인 및 위기상황을 확인할 수 있는 의견서, 소견서 등
 - 월 20시간

○ 시간당 단가 : 14,020원(법정급여 단가와 동일)","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문하여 신청서 작성 제출",,,대구광역시 중구,https://gov.kr/portal/rcvfvrSvc/dtlEx/341000000104,이용권,,,20,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
487,341000000105,장애인보조기구 수리비 지원,생활지원과,"○ 보조기구(전동휠체어, 수동휠체어, 전동스쿠터)를 사용하는 장애인",,"○ 기초, 차상위장애인 : 30만원 수리비 지원

○ 일반 장애인 : 20만원 수리비 지원","○ 방문 신청
 - 동 행정복지센터 : 거주지 관할 읍면동 행정복지센터에 방문 신청
 1. 동 행정복지센터에 방문하여 신청서 작성
 2. 의뢰서를 받고 수리업체에 방문하여 신청",,,대구광역시 중구,https://gov.kr/portal/rcvfvrSvc/dtlEx/341000000105,기타,,,16,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
488,341000000109,긴급복지기동지원,생활지원과,기초생활수급 및 차상위계층을 포함한 저소득세대,,"희망급여, 병원검사비, 이사비, 화재구호비, 보행보조차, 기저귀, 연료비지원 등 다양한 맞춤 서비스 제공으로 생활 불편 해소와 삶의 질 향상",주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청,,,대구광역시 중구,https://gov.kr/portal/rcvfvrSvc/dtlEx/341000000109,현금||현물,,,111,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, 5, "
489,342000000104,가정위탁보호 지원,여성청소년과,"○ 18세 미만의 보호아동과 위탁아동을 양육하기에 적합한 위탁가정(친조부모, 외조부모, 친.인척, 일반인)으로 시,군구에서 가정위탁보호결정 아동",,"○ 양육보조금 월 180,000원 지원

○ 피복비 연 100,000원 지원
 - 심성관리비 월 5,000원~60,000원 미취학,초,중,고, 대학생 차등지급
 - 간식비 일 400원 지원
 - 예능교육비 초등학생 월50,000원 지원
 - 수학여행경비 150,000원 한도 지원
 - 대학입학금 1학년1학기 2,000,000원 지원
 - 대학등록금 500,000원 지원

○ 가정위탁아동 상해보험료 지원","○ 방문 신청
 - 주민센터 : 아동의 거주지 관할 읍면동 주민센터에 방문하여 신청서 제출",,,대구광역시 동구,https://gov.kr/portal/rcvfvrSvc/dtlEx/342000000104,현금,,,22,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","1, 2, "
490,342000000105,동구아이사랑 통장개설축하금 지원,건강증진과,○ 출생등록일부터 신청일(*출생일로부터 1년 이내)까지 대구 동구에 주소지를 둔 영아,,○ 출생아 명의 통장개설시 축하금 지원(10만원/1회한),"○ 온라인 신청 
 - 정부24 : www.gov.kr

○ 방문 신청
 - 주민센터 : 방문: 출생아 주소지 관할 읍면동 주민센터에 방문 신청",,,대구광역시 동구,https://gov.kr/portal/rcvfvrSvc/dtlEx/342000000105,현금,,,142,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","1, "
491,342000000106,모자보건사업운영 지원,건강증진과,"○ 임신을 원하는 예비(법적)부부

○ 임신 24~28주 임산부",,"○ 임신을 원하는 예비(법적)부부 성병검사, B형간염 항원·항체검사, 풍진검사 등 9종

○ 임신 24~28주 임산부 임신성 당뇨검사","○ 방문 신청
  - 보건소  방문: 산모 주소지 관할 보건소에 방문 신청",,,대구광역시 동구,https://gov.kr/portal/rcvfvrSvc/dtlEx/342000000106,서비스(의료),,,27,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
492,342000000107,산모·신생아 건강관리 지원,건강증진과,"○ 소득인정액이 기준중위소득 150% 이하 출산가정
 ※ 예외지원 : 쌍생아 이상 출산가정, 둘째아 이상 출산가정, 희귀난치성질환 산모, 장애인 산모 및 장애 신생아, 결혼이민 산모, 새터민 산모, 만24세이하 미혼모",,"○ 출산가정에 건강관리사의 가정방문서비스를 받을 수 있는 서비스 이용권(바우처) 제공

 ※ 지원기간 및 지원 금액은 태아 유형, 출산 순위 등에 따라 상이","○ 온라인 신청 
 - 복지로 : http://www.bokjiro.go.kr

○ 방문 신청 - 보건소 : 방문: 산모 주소지 관할 보건소에 방문 신청",,,대구광역시 동구,https://gov.kr/portal/rcvfvrSvc/dtlEx/342000000107,이용권,,출산예정일 40일전~출산후 30일 이내,83,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
493,343000000104,임신부 엽산제·철분제 지원,건강증진과,○ 관내 임신부,,"○ 관내 임신부(임신초기~12주)에게 엽산제 지원
○ 관내 임신부(16주~ 분만전)에게 철분제 지원""","○ 방문 신청
 - 보건소 : 관할 보건소 모자보건실 방문",,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000104,현물,,,19,1,1,0,"0,1,2,3,4,7,8,9",5,"2, 3, 4, "
494,343000000108,노인 치주질환 관리,건강증진과,○ 건강보험료기준 중위소득 120% 이하,,"○ 치과 스케일링 지원 및 치주질환 예방관리
 - 스케일링 지원비용 : 16,300원 정도(연 1회)
 - 구강용품 제공 및 바른양치법 교육으로 예방관리
 - 기간 : 1~6월(예산소진 시 서비스 종료)","○ 방문 신청
 - 보건소 : 전화 후 보건소 방문 신청(선착순)",,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000108,서비스(의료)||현금,,,50,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","5, "
495,343000000109,취약계층 기본생활보장 지원,생활보장과,"○ 부양의무자 기준초과로 기초생활보장급여를 받지 못하는 가구 중 소득인정액이 기준중위소득의 50% 이내인 가구
○ 국가보훈처 생활조정수당을 지급받는 대상자로서 기초생활보장급여를 받지 못하는 가구 중 소득인정액이 기준중위소득의 50% 이내인 가구
○ 주거급여 수급자 중 급여 미지급 사용대차 가구",,○ 생계급여(기준중위소득 30%)의 25% 수준 급여지급,○ 방문 신청 : 거주지 관할 읍면동 행정복지센터에 방문 신청,,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000109,현금,,,167,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, 5, "
496,343000000114,저소득층 교육 바우처 제공,평생교육과,"○ 관내 초·중·고 저소득층 자녀
 - 국민기초생활보장법에 따른 생계, 의료, 주거, 교육급여 수급가구, 차상위계층, 법정한부모가구
 - 스포츠바우처(스포츠강좌이용권) 이용 시 중복 수혜 불가
 - 1세대 1인 지원",,"○ 지원내용: 예체능(음악, 미술 등) 및 기술(미용, 컴퓨터 등)학원 수강료, 교재비 지원
 - 국영수 등 교과목 제외

○ 지원금액: 학원 수강료 및 교재비의 50%(월별 지원)
 - 월 최대 지원 가능 금액: 초 75천원, 중 85천원, 고 160천원
 - 수강료 및 교재비의 40%는 가맹학원 부담, 10% 및 초과분은 자부담

○ 지원방법: 매월 교육바우처 카드에 가맹 학원에서 사용 가능한 포인트 충전
 - 미사용 포인트는 이월되지 않고 매월말 소멸

○ 신청방법: 주민등록지 동 행정복지센터 방문 접수
 - 매년초(2~3월) 접수 예정

○ 참고 사이트: 컬러풀카드(http://www.colorfulcard.or.kr/)
 - 사업 안내 및 가맹 학원 확인 가능","○ 방문 신청
 - 거주지 관할 동 행정복지센터에 방문 신청
 - 매년 초(2~3월) 신청 접수 예정",,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000114,기타,,매년 2~3월경 접수 예정(예산 소진 상황에 따라 추가 모집 가능),61,2,1,1,"0,2,3,4,7,8,9",0,"1, 2, "
497,343000000120,장애인활동지원(구 추가지원),사회복지과,"① 긴급활동지원 지급
․ 신청자가 갑작스런 사고 및 급격한 상태변화(건강 및 환경)로 인해 돌봄이 필요하나, 보호자의 장기출타, 직장근무 등의 사유로 신청인을 돌볼 가족이 없는 경우
․ 병원 퇴원 등(시설 퇴소 제외)의 사유가 있는 독거가구로, 사전에 활동지원을 신청하지 못한 경우
․ 긴급활동지원은 지원일로부터 최대 60일(2개월)동안 지원가능하며 지원기간 내 긴급사유가 소멸되면 그 다음날부터 중단함

② 탈시설장애인
· 자립주택입주자 우선지원
· 지원기간 : 지원시점부터 3년(갱신조건추후논의)

③ 최중증장애인 
· 지원기간 : 법정급여 갱신 시 자격 재판정

④ 구청장이 인정하는 장애인
· 지원기간 : 1년(갱신조건추후논의)",,"❏ 사업개요
   ❍ 사업기간 : 2021. 1 ~ 2021. 12.
   ❍ 지원대상 : 활동지원 추가지원이 필요한 서구 거주 장애인    
   ❍ 지원시간 : 월 20시간 ~ 120시간 차등 지급
                 - 시간당급여 : 14,020원
   ❍ 사업내용 : 법정급여 외 추가 활동지원시간이 필요한 장애인에게 구비로 
                활동지원 시간 추가 지원
   ❍ 지원내용 : 활동보조(신체활동, 가사지원, 이동보조 등)
   ❍ 사업예산 : 100,000천원(구비 100%)",○ 방문 신청 : 주민등록지 동 행정복지센터(신분증 지참),,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000120,서비스(돌봄),,,19,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
498,343000000121,서구인재육성재단 장학금(특기),평생교육과,○ 요건 충족 서구 거주 대학생  초·중·고등학생,,"○ 예술, 체육, 문화, 기능 등 분야의 우수 장학생  장학금 지원","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청 (선발기간 중)",(재)서구인재육성재단,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000121,현금(장학금),,매년4월,176,2,1,1,"0,2,3,4,7,8,9",0,"1, 2, 3, 4, "
499,343000000123,출생축하카드 전달,건강증진과,○ 관내 출생아,,○ 관내 출생아 대상 출생축하카드 전달,○ 출생신고 시 전달,,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000123,현물,,,30,1,1,1,"0,1,3,4,7,8,9",5,"1, "
500,343000000125,방문건강관리서비스,건강증진과,"○ 기초생활보장수급자, 차상위계층, 다문화가족, 북한이탈주민, 독거노인 등(노인 장기요양등급 판정자 제외, 단 인지지원 등급자는 포함 )
○ 독거노인(65세 이상), 노인부부세대(75세 이상)를 우선 선정",,"○ 기본 건강관리(건강검진대상자 확인 및 검진 안내, 계절별 건강관리)
○ 건강행태 개선(생활습관 상담, 건강교육)
○ 만성질환 관리(복용약물에 대한 점검 및 상담, 합병증 예방교육)
○ 노인 허약예방 관리(신체활동, 영양, 구강관리, 요실금, 우울 예방, 인지강화, 낙상예방을 위한 허약노인 중재프로그램 제공)
○ 장애인 재활 관리
○ 보건소 내,외 서비스 연계(치매선별검사, 정신상담, 운동상담, 금연상담, 영양교육 등)","○ 방문신청
 - 보건소 : 서구보건소 방문보건실 TEL (053)663-3191 전화문의",서구보건소 방문보건실 ,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000125,서비스(돌봄),,,91,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, 5, "
501,343000000126,어린이집 간식비 지원,사회복지과,○ 관내 어린이집 재원아동,,"○ 매월 급간식비 지원 
 - 0~2세 7,000원/월","○ 개인 신청절차 없음 
- 해당 어린이집  직접신청",개인 신청절차 없음  ,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000126,현금,,,15,2,1,1,"0,3,4,5,6,7,8,9,11",5,"1, "
502,343000000127,생활공구 무료대여 서비스,총무과,○ 무료공구대여소가 비치된 동 주민 누구나,,○ 전동드릴 등 생활공구 무료 대여,"○ 방문신청
 - 주민센터 : 무료공구대여소가 비치된 동 행정복지센터 방문신청",,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000127,현물,,,498,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, 3, 4, 5, "
503,343000000128,공동육아나눔터 '동동' 운영,복지정책과,○  만18세 미만 자녀를 둔 가정이라면 누구나 이용가능,,"○ 자녀돌봄을 위한 안전한 공간 제공(도서/장난감)
○ 부모와 자녀가 함께하는 부모 참여형 프로그램 운영
○ 육아나눔 품앗이","○ 방문신청
 - 서구가족센터전화문의(053-355-8042)",서구 가족센터,,대구광역시 서구,https://gov.kr/portal/rcvfvrSvc/dtlEx/343000000128,서비스(돌봄),,사전예약,15,1,1,1,"0,1,3,4,7,8,9",0,"1, 2, "
504,344000000102,장애인 보조기구 수리 지원,행복정책과,○ 전동휠체어 등 장애인이동보조기기 소지 장애인,,"○ 관내 등록 장애인의 보조기기 수리비를 일정금액 지원
 - 기초수급자, 차상위계층 : 연간 30만원 이내
 - 차상위 초과자 : 연간 20만원 이내","○ 방문 신청
 - 주민센터 : 거주지 관할 주민센터에 방문 신청",,,대구광역시 남구,https://gov.kr/portal/rcvfvrSvc/dtlEx/344000000102,현금,,,21,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
505,344000000106,저소득층 국민건강보험료 지원,생활보장과,"○ 의료급여 수급권자가 아닌 남구주민 중 보험료의 매월 부과금액이 보건복지부가 정한 최저 보험료 이하인 세대

○ 국민건강보험공단 남구지역 가입자 중 다음 각호의 어느 하나에 해당하는 세대  
 - 주민등록상 만65세이상 노인만 거주하는 세대
 - 「장애인 복지법」에 따라 등록한 장애인이 있는 세대
 - 「한부모 가족지원법」에 의한 모자,부자가정이 있는 세대
 - 그 밖에 보험료 지원이 필요하다고 대구광역시 남구청장이 인정한 세대",,○ 의료급여 수급권자에 해당하지 않는 저소득주민에게 국민건강보험료 및 노인장기요양보험료를 지원함으로써 구민들의 건강증진과 복지 향상을 도모,"○ 개인 신청절차 없음
 - 매월 국민건강보험공단에서 명단을 통보받은 후 선정기준 적합여부 판단하여 지원대상자 선정",개인 신청절차 없음,,대구광역시 남구,https://gov.kr/portal/rcvfvrSvc/dtlEx/344000000106,현금(보험),,,100,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","1, 2, 3, 4, 5, "
506,344000000107,이동방문 목욕서비스 제공,행복정책과,○ 남구 거주 저소득 재가장애인 및 노인성 질환자 중 장애인 활동지원사업 및 노인장기요양사업의 대상이 아닌 지역주민,,"○ 장애인 활동지원사업, 노인장기요양사업 등의 제도권 목욕서비스를 제공받을 수 없는 저소득 재가장애인과 노인성질환자를 대상으로 이동방문목욕 서비스 지원","○ 방문 신청
 - 기타 : 남구종합사회복지관

○ 기타
 - 전화 : 053-476-7700",남구종합사회복지관,,대구광역시 남구,https://gov.kr/portal/rcvfvrSvc/dtlEx/344000000107,서비스(돌봄),,,17,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
507,345000000103,예비부모 혼인전 건강검진 지원,보건과,"○ 관내 주민으로 결혼 앞둔 예비부부 및 결혼 1년이내 무자녀 신혼부부
※ 부부 같이 검진, 예비부부 중 한 명만 북구 주민이면 검진 가능",,"○ 검진대상 : 관내 주민으로 결혼 앞둔 예비부부 및 결혼 1년 이내 무자녀 신혼부부 260명 정도
 ※ 부부 같이 검진, 예비부부 중 한 명만 북구 주민이면 검진 가능

○ 검사항목 : 총 13종(B형간염, 풍진검사, 에이즈, 매독, 임질, 간기능2종, 콜레스테롤, 중성지방, 혈당, 혈액형, 빈혈, 소변검사)",보건소 전화 예약 신청 (665-3243~3244),보건과 검사팀,,대구광역시 북구,https://gov.kr/portal/rcvfvrSvc/dtlEx/345000000103,서비스(의료),,,75,2,1,1,"0,1,3,7",5,"2, 3, 4, "
508,345000000105,"장애인 활동지원(추가,대구 북구)",희망복지과,"○ 긴급활동지원 필요 대상자, 탈시설 장애인, 활동지원 인정점수 425점 이상 또는 종합조사 X1점수 360점 이상인 최중증장애인 등",,"○ 지원대상 : 대구광역시 북구에 거주하는 기존 활동지원 법정급여 수급자 중 신청자격을 가진 등록 장애인

○ 지원내용 : 활동보조 등

○ 지원시간 : 유형에 따라 월 29.6만원(20시간)~177.6만원(120시간) 차등지원

○ 신청유형 : 긴급활동지원, 탈시설장애인, 최중증장애인 등 

 ※ 대구시 추가지원과 중복불가 항목이 있으므로 신청 전 기존 지원내역 확인 요망","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터 방문 신청
 - 관할주민센터 본인 또는 대리인 방문 신청
※ 신쳥 유형에 따라 제출서류가 상이하므로 방문 전 확인 요망",,,대구광역시 북구,https://gov.kr/portal/rcvfvrSvc/dtlEx/345000000105,이용권,,,30,2,1,1,"0,2,3,4,6,7,8,9",5,"2, 3, 4, 5, "
509,346000000101,중증장애인 자립생활가정 지원,복지정책과,○ 자립희망하는 시설 퇴소예정 장애인 또는 재가 중증장애인,,○ 독립생활이 가능한 임시 주거공간 제공 및 자립생활 기술훈련 지원,"○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,대구광역시 수성구,https://gov.kr/portal/rcvfvrSvc/dtlEx/346000000101,현금,,상시신청(예산 소진시까지),19,2,1,1,"0,2,3,4,6,7,8,9",5,"1, 2, 3, 4, 5, "
510,346000000104,농기계 구입 지원,녹색환경과,○ 관내 주소지를 두고 대구시에 영농기반을 둔 농업인,,"○ 농기계 구입비 지원
 - 1인 최대 800만원 / 본인부담금 60%","○ 방문 신청
 - 주민센터 : 거주지 관할 읍면동 주민센터에 방문 신청",,,대구광역시 수성구,https://gov.kr/portal/rcvfvrSvc/dtlEx/346000000104,현금,,2월 중 신청,66,2,1,1,"0,2,3,4,7,8,9",3,"2, 3, 4, 5, "
511,346000000105,아동시설퇴소자 자립 지원,행복나눔과,○ 만18세 이상의 보호가 종료된 아동복지시설 퇴소 아동,,"○ 만 18세 이상의 아동이 아동복지시설 퇴소 후, 자립하는 데 필요한 주거마련 및 생활용품 구입비 지원
     - 1인 100만원 지급(구 자체 추가지원)",○ 보호가 종료된 아동복지시설에서 자립정착금 사용계획서 작성하여 신청서 및 청구서를 시설정보 시스템으로 제출.,,,대구광역시 수성구,https://gov.kr/portal/rcvfvrSvc/dtlEx/346000000105,현금,,보호종료가 이루어진 당해연도,18,1,1,1,"0,1,2,3,4,5,6,7,8,9,10,11","0,1,3,4","2, "
